sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI543	'=IF($A543="","",IF($AH543<>"","BLOCKED",IF($AG543<>"","FCS — NO PLAY",IF(CALC!$S543=1,"PENDING LINE",IF(CALC!$Q543=1,"STALE LINE",IF($AE543="QB UNCERTAIN","QB UNCERTAIN",IF($AF543<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B543="",$C543=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A543="","",IF($AH543<>"","BLOCKED",IF($AG543<>"","FCS — NO PLAY",IF(CALC!$S543=1,"PENDING LINE",IF(CALC!$Q543=1,"STALE LINE",IF($AE543="QB UNCERTAIN","QB UNCERTAIN",IF($AF543<>"","TRANSITION UNCERTAIN",IF(OR($B543="",$C543=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI544	'=IF($A544="","",IF($AH544<>"","BLOCKED",IF($AG544<>"","FCS — NO PLAY",IF(CALC!$S544=1,"PENDING LINE",IF(CALC!$Q544=1,"STALE LINE",IF($AE544="QB UNCERTAIN","QB UNCERTAIN",IF($AF544<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B544="",$C544=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A544="","",IF($AH544<>"","BLOCKED",IF($AG544<>"","FCS — NO PLAY",IF(CALC!$S544=1,"PENDING LINE",IF(CALC!$Q544=1,"STALE LINE",IF($AE544="QB UNCERTAIN","QB UNCERTAIN",IF($AF544<>"","TRANSITION UNCERTAIN",IF(OR($B544="",$C544=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI545	'=IF($A545="","",IF($AH545<>"","BLOCKED",IF($AG545<>"","FCS — NO PLAY",IF(CALC!$S545=1,"PENDING LINE",IF(CALC!$Q545=1,"STALE LINE",IF($AE545="QB UNCERTAIN","QB UNCERTAIN",IF($AF545<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B545="",$C545=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A545="","",IF($AH545<>"","BLOCKED",IF($AG545<>"","FCS — NO PLAY",IF(CALC!$S545=1,"PENDING LINE",IF(CALC!$Q545=1,"STALE LINE",IF($AE545="QB UNCERTAIN","QB UNCERTAIN",IF($AF545<>"","TRANSITION UNCERTAIN",IF(OR($B545="",$C545=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI546	'=IF($A546="","",IF($AH546<>"","BLOCKED",IF($AG546<>"","FCS — NO PLAY",IF(CALC!$S546=1,"PENDING LINE",IF(CALC!$Q546=1,"STALE LINE",IF($AE546="QB UNCERTAIN","QB UNCERTAIN",IF($AF546<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B546="",$C546=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A546="","",IF($AH546<>"","BLOCKED",IF($AG546<>"","FCS — NO PLAY",IF(CALC!$S546=1,"PENDING LINE",IF(CALC!$Q546=1,"STALE LINE",IF($AE546="QB UNCERTAIN","QB UNCERTAIN",IF($AF546<>"","TRANSITION UNCERTAIN",IF(OR($B546="",$C546=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI547	'=IF($A547="","",IF($AH547<>"","BLOCKED",IF($AG547<>"","FCS — NO PLAY",IF(CALC!$S547=1,"PENDING LINE",IF(CALC!$Q547=1,"STALE LINE",IF($AE547="QB UNCERTAIN","QB UNCERTAIN",IF($AF547<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B547="",$C547=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A547="","",IF($AH547<>"","BLOCKED",IF($AG547<>"","FCS — NO PLAY",IF(CALC!$S547=1,"PENDING LINE",IF(CALC!$Q547=1,"STALE LINE",IF($AE547="QB UNCERTAIN","QB UNCERTAIN",IF($AF547<>"","TRANSITION UNCERTAIN",IF(OR($B547="",$C547=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI548	'=IF($A548="","",IF($AH548<>"","BLOCKED",IF($AG548<>"","FCS — NO PLAY",IF(CALC!$S548=1,"PENDING LINE",IF(CALC!$Q548=1,"STALE LINE",IF($AE548="QB UNCERTAIN","QB UNCERTAIN",IF($AF548<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B548="",$C548=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A548="","",IF($AH548<>"","BLOCKED",IF($AG548<>"","FCS — NO PLAY",IF(CALC!$S548=1,"PENDING LINE",IF(CALC!$Q548=1,"STALE LINE",IF($AE548="QB UNCERTAIN","QB UNCERTAIN",IF($AF548<>"","TRANSITION UNCERTAIN",IF(OR($B548="",$C548=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI549	'=IF($A549="","",IF($AH549<>"","BLOCKED",IF($AG549<>"","FCS — NO PLAY",IF(CALC!$S549=1,"PENDING LINE",IF(CALC!$Q549=1,"STALE LINE",IF($AE549="QB UNCERTAIN","QB UNCERTAIN",IF($AF549<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B549="",$C549=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A549="","",IF($AH549<>"","BLOCKED",IF($AG549<>"","FCS — NO PLAY",IF(CALC!$S549=1,"PENDING LINE",IF(CALC!$Q549=1,"STALE LINE",IF($AE549="QB UNCERTAIN","QB UNCERTAIN",IF($AF549<>"","TRANSITION UNCERTAIN",IF(OR($B549="",$C549=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI550	'=IF($A550="","",IF($AH550<>"","BLOCKED",IF($AG550<>"","FCS — NO PLAY",IF(CALC!$S550=1,"PENDING LINE",IF(CALC!$Q550=1,"STALE LINE",IF($AE550="QB UNCERTAIN","QB UNCERTAIN",IF($AF550<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B550="",$C550=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A550="","",IF($AH550<>"","BLOCKED",IF($AG550<>"","FCS — NO PLAY",IF(CALC!$S550=1,"PENDING LINE",IF(CALC!$Q550=1,"STALE LINE",IF($AE550="QB UNCERTAIN","QB UNCERTAIN",IF($AF550<>"","TRANSITION UNCERTAIN",IF(OR($B550="",$C550=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI551	'=IF($A551="","",IF($AH551<>"","BLOCKED",IF($AG551<>"","FCS — NO PLAY",IF(CALC!$S551=1,"PENDING LINE",IF(CALC!$Q551=1,"STALE LINE",IF($AE551="QB UNCERTAIN","QB UNCERTAIN",IF($AF551<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B551="",$C551=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A551="","",IF($AH551<>"","BLOCKED",IF($AG551<>"","FCS — NO PLAY",IF(CALC!$S551=1,"PENDING LINE",IF(CALC!$Q551=1,"STALE LINE",IF($AE551="QB UNCERTAIN","QB UNCERTAIN",IF($AF551<>"","TRANSITION UNCERTAIN",IF(OR($B551="",$C551=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI552	'=IF($A552="","",IF($AH552<>"","BLOCKED",IF($AG552<>"","FCS — NO PLAY",IF(CALC!$S552=1,"PENDING LINE",IF(CALC!$Q552=1,"STALE LINE",IF($AE552="QB UNCERTAIN","QB UNCERTAIN",IF($AF552<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B552="",$C552=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A552="","",IF($AH552<>"","BLOCKED",IF($AG552<>"","FCS — NO PLAY",IF(CALC!$S552=1,"PENDING LINE",IF(CALC!$Q552=1,"STALE LINE",IF($AE552="QB UNCERTAIN","QB UNCERTAIN",IF($AF552<>"","TRANSITION UNCERTAIN",IF(OR($B552="",$C552=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI553	'=IF($A553="","",IF($AH553<>"","BLOCKED",IF($AG553<>"","FCS — NO PLAY",IF(CALC!$S553=1,"PENDING LINE",IF(CALC!$Q553=1,"STALE LINE",IF($AE553="QB UNCERTAIN","QB UNCERTAIN",IF($AF553<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B553="",$C553=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A553="","",IF($AH553<>"","BLOCKED",IF($AG553<>"","FCS — NO PLAY",IF(CALC!$S553=1,"PENDING LINE",IF(CALC!$Q553=1,"STALE LINE",IF($AE553="QB UNCERTAIN","QB UNCERTAIN",IF($AF553<>"","TRANSITION UNCERTAIN",IF(OR($B553="",$C553=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI554	'=IF($A554="","",IF($AH554<>"","BLOCKED",IF($AG554<>"","FCS — NO PLAY",IF(CALC!$S554=1,"PENDING LINE",IF(CALC!$Q554=1,"STALE LINE",IF($AE554="QB UNCERTAIN","QB UNCERTAIN",IF($AF554<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B554="",$C554=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A554="","",IF($AH554<>"","BLOCKED",IF($AG554<>"","FCS — NO PLAY",IF(CALC!$S554=1,"PENDING LINE",IF(CALC!$Q554=1,"STALE LINE",IF($AE554="QB UNCERTAIN","QB UNCERTAIN",IF($AF554<>"","TRANSITION UNCERTAIN",IF(OR($B554="",$C554=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI555	'=IF($A555="","",IF($AH555<>"","BLOCKED",IF($AG555<>"","FCS — NO PLAY",IF(CALC!$S555=1,"PENDING LINE",IF(CALC!$Q555=1,"STALE LINE",IF($AE555="QB UNCERTAIN","QB UNCERTAIN",IF($AF555<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B555="",$C555=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A555="","",IF($AH555<>"","BLOCKED",IF($AG555<>"","FCS — NO PLAY",IF(CALC!$S555=1,"PENDING LINE",IF(CALC!$Q555=1,"STALE LINE",IF($AE555="QB UNCERTAIN","QB UNCERTAIN",IF($AF555<>"","TRANSITION UNCERTAIN",IF(OR($B555="",$C555=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI556	'=IF($A556="","",IF($AH556<>"","BLOCKED",IF($AG556<>"","FCS — NO PLAY",IF(CALC!$S556=1,"PENDING LINE",IF(CALC!$Q556=1,"STALE LINE",IF($AE556="QB UNCERTAIN","QB UNCERTAIN",IF($AF556<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B556="",$C556=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A556="","",IF($AH556<>"","BLOCKED",IF($AG556<>"","FCS — NO PLAY",IF(CALC!$S556=1,"PENDING LINE",IF(CALC!$Q556=1,"STALE LINE",IF($AE556="QB UNCERTAIN","QB UNCERTAIN",IF($AF556<>"","TRANSITION UNCERTAIN",IF(OR($B556="",$C556=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI557	'=IF($A557="","",IF($AH557<>"","BLOCKED",IF($AG557<>"","FCS — NO PLAY",IF(CALC!$S557=1,"PENDING LINE",IF(CALC!$Q557=1,"STALE LINE",IF($AE557="QB UNCERTAIN","QB UNCERTAIN",IF($AF557<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B557="",$C557=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A557="","",IF($AH557<>"","BLOCKED",IF($AG557<>"","FCS — NO PLAY",IF(CALC!$S557=1,"PENDING LINE",IF(CALC!$Q557=1,"STALE LINE",IF($AE557="QB UNCERTAIN","QB UNCERTAIN",IF($AF557<>"","TRANSITION UNCERTAIN",IF(OR($B557="",$C557=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI558	'=IF($A558="","",IF($AH558<>"","BLOCKED",IF($AG558<>"","FCS — NO PLAY",IF(CALC!$S558=1,"PENDING LINE",IF(CALC!$Q558=1,"STALE LINE",IF($AE558="QB UNCERTAIN","QB UNCERTAIN",IF($AF558<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B558="",$C558=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A558="","",IF($AH558<>"","BLOCKED",IF($AG558<>"","FCS — NO PLAY",IF(CALC!$S558=1,"PENDING LINE",IF(CALC!$Q558=1,"STALE LINE",IF($AE558="QB UNCERTAIN","QB UNCERTAIN",IF($AF558<>"","TRANSITION UNCERTAIN",IF(OR($B558="",$C558=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI559	'=IF($A559="","",IF($AH559<>"","BLOCKED",IF($AG559<>"","FCS — NO PLAY",IF(CALC!$S559=1,"PENDING LINE",IF(CALC!$Q559=1,"STALE LINE",IF($AE559="QB UNCERTAIN","QB UNCERTAIN",IF($AF559<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B559="",$C559=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A559="","",IF($AH559<>"","BLOCKED",IF($AG559<>"","FCS — NO PLAY",IF(CALC!$S559=1,"PENDING LINE",IF(CALC!$Q559=1,"STALE LINE",IF($AE559="QB UNCERTAIN","QB UNCERTAIN",IF($AF559<>"","TRANSITION UNCERTAIN",IF(OR($B559="",$C559=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI560	'=IF($A560="","",IF($AH560<>"","BLOCKED",IF($AG560<>"","FCS — NO PLAY",IF(CALC!$S560=1,"PENDING LINE",IF(CALC!$Q560=1,"STALE LINE",IF($AE560="QB UNCERTAIN","QB UNCERTAIN",IF($AF560<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B560="",$C560=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A560="","",IF($AH560<>"","BLOCKED",IF($AG560<>"","FCS — NO PLAY",IF(CALC!$S560=1,"PENDING LINE",IF(CALC!$Q560=1,"STALE LINE",IF($AE560="QB UNCERTAIN","QB UNCERTAIN",IF($AF560<>"","TRANSITION UNCERTAIN",IF(OR($B560="",$C560=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI561	'=IF($A561="","",IF($AH561<>"","BLOCKED",IF($AG561<>"","FCS — NO PLAY",IF(CALC!$S561=1,"PENDING LINE",IF(CALC!$Q561=1,"STALE LINE",IF($AE561="QB UNCERTAIN","QB UNCERTAIN",IF($AF561<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B561="",$C561=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A561="","",IF($AH561<>"","BLOCKED",IF($AG561<>"","FCS — NO PLAY",IF(CALC!$S561=1,"PENDING LINE",IF(CALC!$Q561=1,"STALE LINE",IF($AE561="QB UNCERTAIN","QB UNCERTAIN",IF($AF561<>"","TRANSITION UNCERTAIN",IF(OR($B561="",$C561=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI562	'=IF($A562="","",IF($AH562<>"","BLOCKED",IF($AG562<>"","FCS — NO PLAY",IF(CALC!$S562=1,"PENDING LINE",IF(CALC!$Q562=1,"STALE LINE",IF($AE562="QB UNCERTAIN","QB UNCERTAIN",IF($AF562<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B562="",$C562=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A562="","",IF($AH562<>"","BLOCKED",IF($AG562<>"","FCS — NO PLAY",IF(CALC!$S562=1,"PENDING LINE",IF(CALC!$Q562=1,"STALE LINE",IF($AE562="QB UNCERTAIN","QB UNCERTAIN",IF($AF562<>"","TRANSITION UNCERTAIN",IF(OR($B562="",$C562=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI563	'=IF($A563="","",IF($AH563<>"","BLOCKED",IF($AG563<>"","FCS — NO PLAY",IF(CALC!$S563=1,"PENDING LINE",IF(CALC!$Q563=1,"STALE LINE",IF($AE563="QB UNCERTAIN","QB UNCERTAIN",IF($AF563<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B563="",$C563=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A563="","",IF($AH563<>"","BLOCKED",IF($AG563<>"","FCS — NO PLAY",IF(CALC!$S563=1,"PENDING LINE",IF(CALC!$Q563=1,"STALE LINE",IF($AE563="QB UNCERTAIN","QB UNCERTAIN",IF($AF563<>"","TRANSITION UNCERTAIN",IF(OR($B563="",$C563=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI564	'=IF($A564="","",IF($AH564<>"","BLOCKED",IF($AG564<>"","FCS — NO PLAY",IF(CALC!$S564=1,"PENDING LINE",IF(CALC!$Q564=1,"STALE LINE",IF($AE564="QB UNCERTAIN","QB UNCERTAIN",IF($AF564<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B564="",$C564=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A564="","",IF($AH564<>"","BLOCKED",IF($AG564<>"","FCS — NO PLAY",IF(CALC!$S564=1,"PENDING LINE",IF(CALC!$Q564=1,"STALE LINE",IF($AE564="QB UNCERTAIN","QB UNCERTAIN",IF($AF564<>"","TRANSITION UNCERTAIN",IF(OR($B564="",$C564=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI565	'=IF($A565="","",IF($AH565<>"","BLOCKED",IF($AG565<>"","FCS — NO PLAY",IF(CALC!$S565=1,"PENDING LINE",IF(CALC!$Q565=1,"STALE LINE",IF($AE565="QB UNCERTAIN","QB UNCERTAIN",IF($AF565<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B565="",$C565=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A565="","",IF($AH565<>"","BLOCKED",IF($AG565<>"","FCS — NO PLAY",IF(CALC!$S565=1,"PENDING LINE",IF(CALC!$Q565=1,"STALE LINE",IF($AE565="QB UNCERTAIN","QB UNCERTAIN",IF($AF565<>"","TRANSITION UNCERTAIN",IF(OR($B565="",$C565=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI566	'=IF($A566="","",IF($AH566<>"","BLOCKED",IF($AG566<>"","FCS — NO PLAY",IF(CALC!$S566=1,"PENDING LINE",IF(CALC!$Q566=1,"STALE LINE",IF($AE566="QB UNCERTAIN","QB UNCERTAIN",IF($AF566<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B566="",$C566=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A566="","",IF($AH566<>"","BLOCKED",IF($AG566<>"","FCS — NO PLAY",IF(CALC!$S566=1,"PENDING LINE",IF(CALC!$Q566=1,"STALE LINE",IF($AE566="QB UNCERTAIN","QB UNCERTAIN",IF($AF566<>"","TRANSITION UNCERTAIN",IF(OR($B566="",$C566=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI567	'=IF($A567="","",IF($AH567<>"","BLOCKED",IF($AG567<>"","FCS — NO PLAY",IF(CALC!$S567=1,"PENDING LINE",IF(CALC!$Q567=1,"STALE LINE",IF($AE567="QB UNCERTAIN","QB UNCERTAIN",IF($AF567<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B567="",$C567=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A567="","",IF($AH567<>"","BLOCKED",IF($AG567<>"","FCS — NO PLAY",IF(CALC!$S567=1,"PENDING LINE",IF(CALC!$Q567=1,"STALE LINE",IF($AE567="QB UNCERTAIN","QB UNCERTAIN",IF($AF567<>"","TRANSITION UNCERTAIN",IF(OR($B567="",$C567=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI568	'=IF($A568="","",IF($AH568<>"","BLOCKED",IF($AG568<>"","FCS — NO PLAY",IF(CALC!$S568=1,"PENDING LINE",IF(CALC!$Q568=1,"STALE LINE",IF($AE568="QB UNCERTAIN","QB UNCERTAIN",IF($AF568<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B568="",$C568=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A568="","",IF($AH568<>"","BLOCKED",IF($AG568<>"","FCS — NO PLAY",IF(CALC!$S568=1,"PENDING LINE",IF(CALC!$Q568=1,"STALE LINE",IF($AE568="QB UNCERTAIN","QB UNCERTAIN",IF($AF568<>"","TRANSITION UNCERTAIN",IF(OR($B568="",$C568=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI569	'=IF($A569="","",IF($AH569<>"","BLOCKED",IF($AG569<>"","FCS — NO PLAY",IF(CALC!$S569=1,"PENDING LINE",IF(CALC!$Q569=1,"STALE LINE",IF($AE569="QB UNCERTAIN","QB UNCERTAIN",IF($AF569<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B569="",$C569=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A569="","",IF($AH569<>"","BLOCKED",IF($AG569<>"","FCS — NO PLAY",IF(CALC!$S569=1,"PENDING LINE",IF(CALC!$Q569=1,"STALE LINE",IF($AE569="QB UNCERTAIN","QB UNCERTAIN",IF($AF569<>"","TRANSITION UNCERTAIN",IF(OR($B569="",$C569=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI570	'=IF($A570="","",IF($AH570<>"","BLOCKED",IF($AG570<>"","FCS — NO PLAY",IF(CALC!$S570=1,"PENDING LINE",IF(CALC!$Q570=1,"STALE LINE",IF($AE570="QB UNCERTAIN","QB UNCERTAIN",IF($AF570<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B570="",$C570=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A570="","",IF($AH570<>"","BLOCKED",IF($AG570<>"","FCS — NO PLAY",IF(CALC!$S570=1,"PENDING LINE",IF(CALC!$Q570=1,"STALE LINE",IF($AE570="QB UNCERTAIN","QB UNCERTAIN",IF($AF570<>"","TRANSITION UNCERTAIN",IF(OR($B570="",$C570=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI571	'=IF($A571="","",IF($AH571<>"","BLOCKED",IF($AG571<>"","FCS — NO PLAY",IF(CALC!$S571=1,"PENDING LINE",IF(CALC!$Q571=1,"STALE LINE",IF($AE571="QB UNCERTAIN","QB UNCERTAIN",IF($AF571<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B571="",$C571=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A571="","",IF($AH571<>"","BLOCKED",IF($AG571<>"","FCS — NO PLAY",IF(CALC!$S571=1,"PENDING LINE",IF(CALC!$Q571=1,"STALE LINE",IF($AE571="QB UNCERTAIN","QB UNCERTAIN",IF($AF571<>"","TRANSITION UNCERTAIN",IF(OR($B571="",$C571=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI572	'=IF($A572="","",IF($AH572<>"","BLOCKED",IF($AG572<>"","FCS — NO PLAY",IF(CALC!$S572=1,"PENDING LINE",IF(CALC!$Q572=1,"STALE LINE",IF($AE572="QB UNCERTAIN","QB UNCERTAIN",IF($AF572<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B572="",$C572=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A572="","",IF($AH572<>"","BLOCKED",IF($AG572<>"","FCS — NO PLAY",IF(CALC!$S572=1,"PENDING LINE",IF(CALC!$Q572=1,"STALE LINE",IF($AE572="QB UNCERTAIN","QB UNCERTAIN",IF($AF572<>"","TRANSITION UNCERTAIN",IF(OR($B572="",$C572=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI573	'=IF($A573="","",IF($AH573<>"","BLOCKED",IF($AG573<>"","FCS — NO PLAY",IF(CALC!$S573=1,"PENDING LINE",IF(CALC!$Q573=1,"STALE LINE",IF($AE573="QB UNCERTAIN","QB UNCERTAIN",IF($AF573<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B573="",$C573=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A573="","",IF($AH573<>"","BLOCKED",IF($AG573<>"","FCS — NO PLAY",IF(CALC!$S573=1,"PENDING LINE",IF(CALC!$Q573=1,"STALE LINE",IF($AE573="QB UNCERTAIN","QB UNCERTAIN",IF($AF573<>"","TRANSITION UNCERTAIN",IF(OR($B573="",$C573=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI574	'=IF($A574="","",IF($AH574<>"","BLOCKED",IF($AG574<>"","FCS — NO PLAY",IF(CALC!$S574=1,"PENDING LINE",IF(CALC!$Q574=1,"STALE LINE",IF($AE574="QB UNCERTAIN","QB UNCERTAIN",IF($AF574<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B574="",$C574=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A574="","",IF($AH574<>"","BLOCKED",IF($AG574<>"","FCS — NO PLAY",IF(CALC!$S574=1,"PENDING LINE",IF(CALC!$Q574=1,"STALE LINE",IF($AE574="QB UNCERTAIN","QB UNCERTAIN",IF($AF574<>"","TRANSITION UNCERTAIN",IF(OR($B574="",$C574=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI575	'=IF($A575="","",IF($AH575<>"","BLOCKED",IF($AG575<>"","FCS — NO PLAY",IF(CALC!$S575=1,"PENDING LINE",IF(CALC!$Q575=1,"STALE LINE",IF($AE575="QB UNCERTAIN","QB UNCERTAIN",IF($AF575<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B575="",$C575=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A575="","",IF($AH575<>"","BLOCKED",IF($AG575<>"","FCS — NO PLAY",IF(CALC!$S575=1,"PENDING LINE",IF(CALC!$Q575=1,"STALE LINE",IF($AE575="QB UNCERTAIN","QB UNCERTAIN",IF($AF575<>"","TRANSITION UNCERTAIN",IF(OR($B575="",$C575=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI576	'=IF($A576="","",IF($AH576<>"","BLOCKED",IF($AG576<>"","FCS — NO PLAY",IF(CALC!$S576=1,"PENDING LINE",IF(CALC!$Q576=1,"STALE LINE",IF($AE576="QB UNCERTAIN","QB UNCERTAIN",IF($AF576<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B576="",$C576=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A576="","",IF($AH576<>"","BLOCKED",IF($AG576<>"","FCS — NO PLAY",IF(CALC!$S576=1,"PENDING LINE",IF(CALC!$Q576=1,"STALE LINE",IF($AE576="QB UNCERTAIN","QB UNCERTAIN",IF($AF576<>"","TRANSITION UNCERTAIN",IF(OR($B576="",$C576=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI577	'=IF($A577="","",IF($AH577<>"","BLOCKED",IF($AG577<>"","FCS — NO PLAY",IF(CALC!$S577=1,"PENDING LINE",IF(CALC!$Q577=1,"STALE LINE",IF($AE577="QB UNCERTAIN","QB UNCERTAIN",IF($AF577<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B577="",$C577=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A577="","",IF($AH577<>"","BLOCKED",IF($AG577<>"","FCS — NO PLAY",IF(CALC!$S577=1,"PENDING LINE",IF(CALC!$Q577=1,"STALE LINE",IF($AE577="QB UNCERTAIN","QB UNCERTAIN",IF($AF577<>"","TRANSITION UNCERTAIN",IF(OR($B577="",$C577=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI578	'=IF($A578="","",IF($AH578<>"","BLOCKED",IF($AG578<>"","FCS — NO PLAY",IF(CALC!$S578=1,"PENDING LINE",IF(CALC!$Q578=1,"STALE LINE",IF($AE578="QB UNCERTAIN","QB UNCERTAIN",IF($AF578<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B578="",$C578=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A578="","",IF($AH578<>"","BLOCKED",IF($AG578<>"","FCS — NO PLAY",IF(CALC!$S578=1,"PENDING LINE",IF(CALC!$Q578=1,"STALE LINE",IF($AE578="QB UNCERTAIN","QB UNCERTAIN",IF($AF578<>"","TRANSITION UNCERTAIN",IF(OR($B578="",$C578=""),"DATA INCOMPLETE","READY"))))))))'
